player_id,player_name,n_pairs,r,p
1628997,Caleb Martin,3,0.1677813120302079,0.892679501895706
1629001,De'Anthony Melton,4,-0.9231630860689451,0.07683691393105496
1629006,Josh Okogie,3,-0.28162383725347484,0.818253951996285
1629011,Mitchell Robinson,4,-0.6844906388541732,0.31550936114582684
1629012,Collin Sexton,4,0.1880573018202562,0.8119426981797437
1629013,Landry Shamet,3,-0.5149553318335471,0.655617007212678
1629014,Anfernee Simons,5,0.7907238306335251,0.11124677697166217
1629018,Gary Trent Jr.,5,0.6468749444140993,0.2381038534784052
1629022,Lonnie Walker IV,3,-0.6568504622503255,0.5437765424797194
1629023,P.J. Washington,5,-0.7704572577717956,0.12737369649405578
1629026,Kenrich Williams,5,0.10625529502668254,0.8649665613945499
1629027,Trae Young,6,-0.3176058019866399,0.5396102927915771
1629028,Deandre Ayton,6,0.1785328532220311,0.7350459964348233
1629029,Luka Dončić,6,-0.3840337643939125,0.45226837420951344
1629060,Rui Hachimura,3,0.9993363441587741,0.023194798436796768
1629130,Duncan Robinson,3,-0.9972377966044504,0.04732852461961337
1629611,Terance Mann,4,0.9589230174483396,0.04107698255166037
1629622,Max Strus,3,-0.42057212284554457,0.7236587415238803
1629628,RJ Barrett,5,-0.684058173003627,0.2027721724325146
1629630,Ja Morant,3,-0.9293925661449858,0.2406630633237417
1629631,De'Andre Hunter,5,-0.6578111922344909,0.22755033048555004
1629632,Coby White,5,-0.6989689447831607,0.1890585797454571
1629634,Brandon Clarke,3,-0.9982396027835537,0.03778019445110905
1629636,Darius Garland,5,-0.22790793105632343,0.712350656208363
1629638,Nickeil Alexander-Walker,4,-0.0913272384068308,0.9086727615931691
1629639,Tyler Herro,5,-0.2641195356618621,0.6676643832728032
1629640,Keldon Johnson,4,-0.018567652864143136,0.9814323471358568
1629651,Nic Claxton,3,-0.45264179892398504,0.7009632691342343
1629652,Luguentz Dort,5,-0.31633293519745825,0.6040542719700455
1629655,Daniel Gafford,4,0.3278264355752928,0.6721735644247073
1629661,Cameron Johnson,5,-0.15653192902177207,0.8015142694695039
1629673,Jordan Poole,3,-0.6405726939795203,0.5573940320738063
1629675,Naz Reid,4,-0.2954091047792309,0.7045908952207691
1629680,Matisse Thybulle,4,-0.027667438662538804,0.9723325613374612
1629684,Grant Williams,4,-0.0345950104390822,0.9654049895609178
1630162,Anthony Edwards,4,0.8699154367070957,0.1300845632929044
1630163,LaMelo Ball,4,-0.2653613665162646,0.7346386334837354
1630165,Killian Hayes,3,-0.8324846601154545,0.37383527639819186
1630166,Deni Avdija,4,-0.6562116520129315,0.3437883479870685
1630169,Tyrese Haliburton,4,-0.52867230032761,0.47132769967238985
1630170,Devin Vassell,3,0.9717593444038104,0.1516561074251664
1630171,Isaac Okoro,4,0.7989242532753396,0.20107574672466044
1630173,Precious Achiuwa,3,0.02498154219229687,0.984094601636784
1630175,Cole Anthony,4,-0.1549916163591082,0.8450083836408919
1630178,Tyrese Maxey,3,0.17692841211018612,0.8867677849876505
